Rank,Country Name,Country_Encoded,Country ISO,HDI Score,Life expectancy,Expected yrs of schooling,Mean yrs of schooling,GNI per capita,Development Tier,Health_Index,Expected_Schooling_Index,Mean_Schooling_Index,Education_Index,GNI_Cleaned,Income_Index
149,Syrian Arab Republic,170,SYR,0.537,69.7,9.0,5.1,2441.0,Low,0.7646153846153847,0.5,0.33999999999999997,0.42,2441.0,0.48262198690690844
150,Angola,4,ANG,0.534,52.7,11.4,5.0,6291.0,Low,0.5030769230769231,0.6333333333333333,0.3333333333333333,0.4833333333333333,6291.0,0.625628298112529
151,Tanzania (United Republic of),172,TAN,0.531,65.5,8.9,5.8,2467.0,Low,0.7,0.49444444444444446,0.38666666666666666,0.4405555555555556,2467.0,0.4842224293500441
152,Nigeria,130,NIG,0.528,53.1,10.0,6.0,5443.0,Low,0.5092307692307693,0.5555555555555556,0.4,0.4777777777777778,5443.0,0.6037569899534284
153,Cameroon,30,CAM,0.517,56.0,10.4,6.1,2894.0,Low,0.5538461538461539,0.5777777777777778,0.4066666666666666,0.4922222222222222,2894.0,0.5083364815186212
154,Zimbabwe,194,ZIM,0.515,59.2,10.3,7.7,1588.0,Low,0.6030769230769231,0.5722222222222223,0.5133333333333333,0.5427777777777778,1588.0,0.4176782294629917
155,Papua New Guinea,137,PAP,0.516,62.8,9.9,4.3,2712.0,Low,0.6584615384615384,0.55,0.2866666666666667,0.41833333333333333,2712.0,0.498524919606123
156,Solomon Islands,160,SOL,0.514,68.1,9.6,5.3,1561.0,Low,0.7399999999999999,0.5333333333333333,0.35333333333333333,0.44333333333333336,1561.0,0.41508781682605406
157,Mauritania,114,MAU,0.514,63.2,8.5,4.3,3527.0,Low,0.6646153846153846,0.4722222222222222,0.2866666666666667,0.3794444444444445,3527.0,0.5382165171124114
158,Madagascar,108,MAD,0.511,65.5,10.3,6.1,1320.0,Low,0.7,0.5722222222222223,0.4066666666666666,0.48944444444444446,1320.0,0.38975654031243584
159,Rwanda,146,RWA,0.498,64.7,10.8,3.8,1617.0,Low,0.6876923076923077,0.6000000000000001,0.2533333333333333,0.4266666666666667,1617.0,0.42041191792918176
160,Lesotho,102,LES,0.497,50.1,10.7,6.1,3319.0,Low,0.4630769230769231,0.5944444444444444,0.4066666666666666,0.5005555555555555,3319.0,0.5290347276336911
161,Comoros,37,COM,0.497,63.6,11.1,4.8,1335.0,Low,0.6707692307692308,0.6166666666666667,0.32,0.4683333333333334,1335.0,0.3914634028955848
162,Senegal,153,SEN,0.495,66.9,9.5,2.8,2250.0,Low,0.7215384615384616,0.5277777777777778,0.18666666666666665,0.3572222222222222,2250.0,0.4703143321948547
163,Uganda,182,UGA,0.493,59.2,10.0,5.7,1670.0,Low,0.6030769230769231,0.5555555555555556,0.38,0.4677777777777778,1670.0,0.42528362324535257
164,Haiti,78,HAI,0.493,63.1,9.1,5.2,1657.0,Low,0.6630769230769231,0.5055555555555555,0.3466666666666667,0.4261111111111111,1657.0,0.4241031396252426
165,Sudan,165,SUD,0.49,63.7,7.2,3.5,3846.0,Low,0.6723076923076924,0.4,0.23333333333333334,0.31666666666666665,3846.0,0.5512958280522451
166,Togo,176,TOG,0.488,60.2,12.0,4.7,1262.0,Low,0.6184615384615385,0.6666666666666666,0.31333333333333335,0.49,1262.0,0.38296900623578345
167,Benin,18,BEN,0.485,59.8,10.7,3.5,1979.0,Low,0.6123076923076922,0.5944444444444444,0.23333333333333334,0.41388888888888886,1979.0,0.4509280587214282
168,Yemen,192,YEM,0.483,64.1,9.0,3.0,2300.0,Low,0.6784615384615383,0.5,0.2,0.35,2300.0,0.47363437202418684
169,Afghanistan,0,AFG,0.481,60.7,10.1,3.6,1871.0,Low,0.6261538461538462,0.5611111111111111,0.24000000000000002,0.40055555555555555,1871.0,0.44245101963474287
170,Malawi,109,MAL,0.476,63.9,10.8,4.4,1073.0,Low,0.6753846153846154,0.6000000000000001,0.29333333333333333,0.4466666666666667,1073.0,0.3584618300446774
171,Côte d'Ivoire,45,CÔT,0.473,51.9,8.9,5.0,3163.0,Low,0.49076923076923074,0.49444444444444446,0.3333333333333333,0.41388888888888886,3163.0,0.5217625137302503
172,Djibouti,47,DJI,0.474,62.3,6.3,4.1,3216.0,Low,0.6507692307692308,0.35,0.2733333333333333,0.31166666666666665,3216.0,0.5242726682972446
173,Gambia,68,GAM,0.451,60.5,8.9,3.3,1541.0,Low,0.6230769230769231,0.49444444444444446,0.22,0.3572222222222222,1541.0,0.41313994030067114
174,Ethiopia,63,ETH,0.449,64.6,8.4,2.6,1523.0,Low,0.6861538461538461,0.4666666666666667,0.17333333333333334,0.32,1523.0,0.4113651136396362
175,Mali,112,MAL,0.441,58.5,8.4,2.3,2218.0,Low,0.5923076923076923,0.4666666666666667,0.15333333333333332,0.31,2218.0,0.4681505604598196
176,Congo (Democratic Republic of the),39,CON,0.436,59.1,9.8,6.1,680.0,Low,0.6015384615384616,0.5444444444444445,0.4066666666666666,0.47555555555555556,680.0,0.28956214718156237
177,Liberia,103,LIB,0.426,61.2,9.9,4.4,683.0,Low,0.6338461538461538,0.55,0.29333333333333333,0.4216666666666667,683.0,0.29022710378601435
178,Guinea-Bissau,76,GUI,0.424,55.5,9.2,2.9,1369.0,Low,0.5461538461538461,0.5111111111111111,0.19333333333333333,0.3522222222222222,1369.0,0.39526234192080434
179,Sierra Leone,156,SIE,0.42,51.3,9.5,3.3,1529.0,Low,0.48153846153846147,0.5277777777777778,0.22,0.3738888888888889,1529.0,0.4119590425753497
180,Eritrea,61,ERI,0.421,64.2,5.0,3.9,1490.0,Low,0.68,0.2777777777777778,0.26,0.2688888888888889,1490.0,0.40805609374329305
181,South Sudan,162,SOU,0.418,56.1,4.9,4.8,1882.0,Low,0.5553846153846154,0.27222222222222225,0.32,0.2961111111111111,1882.0,0.44333650740630604
182,Mozambique,122,MOZ,0.418,55.5,9.1,3.5,1098.0,Low,0.5461538461538461,0.5055555555555555,0.23333333333333334,0.36944444444444446,1098.0,0.3619409274383524
183,Guinea,75,GUI,0.414,59.2,8.8,2.6,1058.0,Low,0.6030769230769231,0.48888888888888893,0.17333333333333334,0.33111111111111113,1058.0,0.3563352477889757
184,Burundi,27,BUR,0.404,57.1,10.6,3.0,691.0,Low,0.5707692307692308,0.5888888888888889,0.2,0.3944444444444445,691.0,0.29198614236966525
185,Burkina Faso,26,BUR,0.401,59.0,7.7,1.4,1537.0,Low,0.6,0.4277777777777778,0.09333333333333332,0.26055555555555554,1537.0,0.41274733259069063
186,Chad,33,CHA,0.396,51.9,7.3,2.3,1991.0,Low,0.49076923076923074,0.40555555555555556,0.15333333333333332,0.27944444444444444,1991.0,0.45184124476530263
187,Niger,129,NIG,0.353,61.9,5.4,1.7,889.0,Low,0.6446153846153846,0.30000000000000004,0.11333333333333333,0.2066666666666667,889.0,0.33004575347754417
188,Central African Republic,32,CEN,0.352,51.5,7.1,4.2,587.0,Low,0.4846153846153846,0.39444444444444443,0.28,0.3372222222222222,587.0,0.2673466861505604
189,DummyCountry1,50,DUM,0.418,55.5,9.1,3.5,1098.0,Low,0.5461538461538461,0.5055555555555555,0.23333333333333334,0.36944444444444446,1098.0,0.3619409274383524
190,DummyCountry2,51,DUM,0.414,59.2,8.8,2.6,1058.0,Low,0.6030769230769231,0.48888888888888893,0.17333333333333334,0.33111111111111113,1058.0,0.3563352477889757
191,DummyCountry3,52,DUM,0.404,57.1,10.6,3.0,691.0,Low,0.5707692307692308,0.5888888888888889,0.2,0.3944444444444445,691.0,0.29198614236966525
192,DummyCountry4,53,DUM,0.401,59.0,7.7,1.4,1537.0,Low,0.6,0.4277777777777778,0.09333333333333332,0.26055555555555554,1537.0,0.41274733259069063
193,DummyCountry5,54,DUM,0.396,51.9,7.3,2.3,1991.0,Low,0.49076923076923074,0.40555555555555556,0.15333333333333332,0.27944444444444444,1991.0,0.45184124476530263
194,DummyCountry6,55,DUM,0.353,61.9,5.4,1.7,889.0,Low,0.6446153846153846,0.30000000000000004,0.11333333333333333,0.2066666666666667,889.0,0.33004575347754417
195,DummyCountry7,56,DUM,0.352,51.5,7.1,4.2,587.0,Low,0.4846153846153846,0.39444444444444443,0.28,0.3372222222222222,587.0,0.2673466861505604
